ID,LANGUAGE_ID,ACRONYM,LABEL
ALDE,CS,Renew Europe,Skupina Renew Europe
ALDE,SK,Renew Europe,Skupina Renew Europe
ALDE,SL,Renew Europe,Skupina Renew Europe
ALDE,GA,Renew Europe,An Grúpa Renew Europe
ALDE,PL,Renew Europe,Grupa Renew Europe
ALDE,DA,Renew Europe,Gruppen Renew Europe
ALDE,RO,Renew Europe,Grupul Renew Europe
ALDE,NL,Renew Europe,Fractie Renew Europe
GUENGL,DE,GUE/NGL,Konföderale Fraktion der Vereinigten Europäischen Linken/Nordische Grüne Linke
GUENGL,FI,GUE/NGL,Euroopan yhtyneen vasemmiston konfederaatioryhmä/Pohjoismaiden vihreä vasemmisto
GUENGL,SV,GUE/NGL,Gruppen Europeiska enade vänstern/Nordisk grön vänster
GUENGL,PT,GUE/NGL,Grupo Confederal da Esquerda Unitária Europeia/Esquerda Nórdica Verde
GUENGL,BG,ЕОЛ/СЗЛ,Конфедеративна група на Европейската обединена левица - Северна зелена левица
GUENGL,EL,GUE/NGL,Συνομοσπονδιακή Ομάδα της Ευρωπαϊκής Ενωτικής Αριστεράς/Αριστερά των Πρασίνων των Βορείων Χωρών
GUENGL,MT,GUE/NGL,Grupp Konfederali tax-Xellug Magħqud Ewropew - Xellug Aħdar Nordiku
GUENGL,LT,GUE/NGL,Europos vieningųjų kairiųjų jungtinė frakcija/Šiaurės šalių žalieji kairieji
GUENGL,EN,GUE/NGL,Confederal Group of the European United Left - Nordic Green Left
GUENGL,HR,GUE/NGL,Konfederalni klub zastupnika Ujedinjene europske ljevice i Nordijske zelene ljevice
GUENGL,LV,GUE/NGL,Eiropas Apvienotā kreiso un Ziemeļvalstu Zaļo kreiso spēku konfederālā grupa
GUENGL,IT,GUE/NGL,Gruppo confederale della Sinistra unitaria europea/Sinistra verde nordica
GUENGL,FR,GUE/NGL,Groupe confédéral de la Gauche unitaire européenne/Gauche verte nordique
GUENGL,HU,GUE/NGL,Egységes Európai Baloldal/Északi Zöld Baloldal képviselőcsoport
GUENGL,ES,GUE/NGL,Grupo Confederal de la Izquierda Unitaria Europea/Izquierda Verde Nórdica
GUENGL,ET,GUE/NGL,Euroopa Ühendatud Vasakpoolsete / Põhjamaade Roheliste Vasakpoolsete liitfraktsioon
GUENGL,CS,GUE/NGL,Skupina konfederace Evropské sjednocené levice a Severské zelené levice
GUENGL,SK,GUE/NGL,Konfederatívna skupina Európskej zjednotenej ľavice - Severskej zelenej ľavice
GUENGL,SL,GUE/NGL,Konfederalna skupina Evropske združene levice - Zelene nordijske levice
GUENGL,GA,GUE/NGL,Grúpa Cónasctha den Chlé Aontaithe Eorpach - den Chlé Ghlas Nordach
GUENGL,PL,GUE/NGL,Konfederacyjna Grupa Zjednoczonej Lewicy Europejskiej / Nordycka Zielona Lewica
GUENGL,DA,GUE/NGL,Den Europæiske Venstrefløjs Fællesgruppe/Nordisk Grønne Venstre
GUENGL,RO,GUE/NGL,Grupul Confederal al Stângii Unite Europene/Stânga Verde Nordică
GUENGL,NL,GUE/NGL,Confederale Fractie Europees Unitair Links/Noords Groen Links
GREENSEFA,DE,Grüne/EFA,Fraktion der Grünen / Freie Europäische Allianz
GREENSEFA,FI,Vihreät/EVA,Vihreät / Euroopan vapaa allianssi -ryhmä
GREENSEFA,SV,Gröna/EFA,Gruppen De gröna/Europeiska fria alliansen
GREENSEFA,PT,Verdes/ALE,Grupo dos Verdes/Aliança Livre Europeia
GREENSEFA,BG,Зелените/ECA,Група на Зелените/Европейски свободен алианс
GREENSEFA,EL,Verts/ALE,Ομάδα τωv Πρασίvωv / Ευρωπαϊκή Ελεύθερη Συμμαχία
GREENSEFA,MT,Ħodor/AĦE,Grupp tal-Ħodor/Alleanza Ħielsa Ewropea
GREENSEFA,LT,Žalieji/ELA,Žaliųjų frakcija/Europos laisvasis aljansas
GREENSEFA,EN,Greens/EFA,Group of the Greens/European Free Alliance
GREENSEFA,HR,Zeleni/ESS,Klub zastupnika Zelenih/Europskog slobodnog saveza
GREENSEFA,LV,Zaļie/EBA,Zaļo un Eiropas Brīvās apvienības grupa
GREENSEFA,IT,Verdi/ALE,Gruppo dei Verdi/Alleanza libera europea
GREENSEFA,FR,Verts/ALE,Groupe des Verts/Alliance libre européenne
GREENSEFA,HU,Zöldek/ESS,Zöldek/Európai Szabad Szövetség képviselőcsoport
GREENSEFA,ES,Verdes/ALE,Grupo de los Verdes/Alianza Libre Europea
GREENSEFA,ET,Rohelised/EVF,Roheliste / Euroopa Vabaliidu fraktsioon
GREENSEFA,CS,Zelení/ESA,Skupina Zelených/Evropské svobodné aliance
GREENSEFA,SK,Zelení/ESA,Skupina zelených/Európska slobodná aliancia
GREENSEFA,SL,Zeleni/ESZ,Skupina Zelenih/Evropske svobodne zveze
GREENSEFA,GA,Na Glasaigh/SCE,An Grúpa Glas/Grúpa na Saor-Comhghuaillíochta Eorpaí
GREENSEFA,PL,Zieloni/WSE,Grupa Zielonych / Wolne Przymierze Europejskie
GREENSEFA,DA,Grønne/EFA,Gruppen De Grønne/Den Europæiske Fri Alliance
GREENSEFA,RO,Verts/ALE,Grupul Verzilor/Alianța Liberă Europeană
GREENSEFA,NL,Groenen/EVA,Fractie De Groenen/Vrije Europese Alliantie
ENF,DE,ID,Identität und Demokratie
ENF,FI,ID,Identiteetti ja Demokratia
ENF,SV,ID,Identity and Democracy
ENF,PT,ID,Identity and Democracy
ENF,BG,ID,Identity and Democracy
ENF,EL,ID,Identity and Democracy
ENF,MT,ID,Identity and Democracy
ENF,LT,ID,Identity and Democracy
ENF,EN,ID,Identity and Democracy
ENF,HR,ID,Identity and Democracy
ENF,LV,ID,Identity and Democracy
ENF,IT,ID,Identità e Democrazia
ENF,FR,ID,Identité et Démocratie
ENF,HU,ID,Identity and Democracy
ENF,ES,ID,Grupo Identidad y Democracia
ENF,ET,ID,Identiteet ja Demokraatia
ENF,CS,ID,Identita a Demokracie
ENF,SK,ID,Identity and Democracy
ENF,SL,ID,Identity and Democracy
ENF,GA,ID,Identity and Democracy
ENF,PL,ID,Identity and Democracy
ENF,DA,ID,Identitet og Demokrati
ENF,RO,ID,Identity and Democracy
ENF,NL,ID,Identiteit en Democratie
NA,DE,NI,Fraktionslos
NA,FI,NI,Sitoutumattomat
NA,SV,NI,Grupplösa
NA,PT,NI,Não Inscritos
NA,BG,НЧ,Независими членове
NA,EL,NI,Μη Εγγεγραμμένοι
NA,MT,NI,Membri mhux affiljati
NA,LT,NI,Nepriklausomi nariai
NA,EN,NI,Non-attached Members
NA,HR,NI,Nezavisni zastupnici
NA,LV,NI,Pie politiskajām grupām nepiederošie deputāti
NA,IT,NI,Non iscritti
NA,FR,NI,Non-inscrits
NA,HU,NI,független képviselők
NA,ES,NI,No inscritos
NA,ET,NI,Fraktsioonilise kuuluvuseta parlamendiliikmed
NA,CS,NI,Nezařazení poslanci
NA,SK,NI,Nezaradení poslanci
NA,SL,NI,Samostojni poslanci
NA,GA,NI,Feisirí Neamhcheangailte
NA,PL,NI,Niezrzeszeni
NA,DA,NI,Løsgængere
NA,RO,NI,Deputați neafiliați
NA,NL,NI,Niet-fractiegebonden leden
