longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,bedrooms_per_room,population_per_household,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-0.9413504586000941,1.347438216815126,0.02756357138483158,0.5847774454783182,0.6381834927474238,0.7326023581928217,0.556286018753369,-0.8936472017581817,0.017395255354801475,-0.12415079091284437,0.006222642111402968,0.0,1.0,0.0,0.0,0.0
1.1717821162456232,-1.1924396559322872,-1.7220176265077816,1.2614666806325303,0.7794147404009556,0.5336115200296541,0.7213179906343863,1.2921680006896117,0.5692555390956567,-0.9134416756439427,-0.04081076979240782,0.0,0.0,0.0,0.0,1.0
0.2675811799641191,-0.12597159886707773,1.2204598426752498,-0.46977281386705017,-0.54767198323999,-0.6746751909791298,-0.5244072164674863,-0.5254336457870785,-0.018024319769543485,-0.3726412669941432,-0.07537121621716976,0.0,1.0,0.0,0.0,0.0
1.2217379690788597,-1.3514743661963993,-0.3700685190453078,-0.3486515202216176,-0.038752487385021864,-0.4676171566742121,-0.037296718818677146,-0.8659288160221192,-0.595139965371773,1.1143802197065524,-0.10680294903819164,0.0,0.0,0.0,0.0,1.0
0.4374310795971103,-0.6358181700079012,-0.13148926478722417,0.4271794688045315,0.2704952445459875,0.3740603074483755,0.22089846299517252,0.32575178285784134,0.2512412041444824,-0.5285447443433985,0.006109226386640901,1.0,0.0,0.0,0.0,0.0
-1.2310944050328472,1.085498694027178,-0.051962846701196296,-0.661976874439532,-0.6889032308935219,-0.6235829487480462,-0.6521739043753707,-0.0942237585976514,-0.2491649573565717,-0.07163908205751458,-0.019289036272927208,0.0,0.0,0.0,1.0,0.0
-1.2260988197495215,0.7908167308907367,-0.4495949371313357,0.7475195697586678,0.33137078232768225,0.3247607754710142,0.3832686288781089,1.8953578721050628,0.43827923342542136,-0.9440403433789677,-0.02731569972102839,1.0,0.0,0.0,0.0,0.0
0.6322589056467163,-0.6732381018347499,0.5842484979870267,-0.43516672996835515,-0.6621179942695762,-0.575179771897546,-0.5829669484252666,0.635536241623949,0.24732761754005633,-1.0058556108335683,-0.02571614929861349,1.0,0.0,0.0,0.0,0.0
-1.1861341374829364,0.7627517820206018,-0.926753445647503,-0.6044559512025118,-0.6426378221794339,-0.9068311688361588,-0.6362030683868851,-1.1332957451012222,-0.10926839708178172,-0.1596007779585996,-0.13078486728611743,1.0,0.0,0.0,0.0,0.0
0.6472456614966865,-0.7574329484451613,0.02756357138483158,-0.9855905238705719,-0.7449087256526811,1.1386512306609071,-0.745337114308203,-1.7722885314257544,-1.1744195983722234,4.059249175747087,0.8027852091208347,1.0,0.0,0.0,0.0,0.0
-0.9813151408666861,1.6093777396030706,-0.4495949371313357,-0.7232389959358705,-0.7765640052991623,-0.6235829487480462,-0.7985732342698215,-0.7958978944844158,0.008241248076752021,-0.2124177340860966,0.0499511424331879,0.0,1.0,0.0,0.0,0.0
0.792117634713063,-0.9117901672309182,-1.3243855360776422,-0.06665870142549471,0.786719804934759,0.01910367721137371,0.7745541105960048,-1.1577593203910046,-0.8780758908904996,2.3308669743183903,-0.10943863609760171,1.0,0.0,0.0,0.0,0.0
1.5914112800447755,-0.9117901672309182,-1.483438372249698,4.225898651359931,3.5845595213814496,0.6868882467229048,1.5597868800298775,1.6312982504149218,2.038989853920108,-0.7133156568085274,-0.09305575827017229,0.0,1.0,0.0,0.0,0.0
-0.12707005741841138,0.5335546995811473,0.10708998947085946,0.2522784501813972,0.2558851154783808,0.21540544999395803,0.37794501688194704,-0.5459599503757157,-0.18840785768826193,-0.18334563458630407,-0.0430455575446837,0.0,1.0,0.0,0.0,0.0
1.176777701528949,-1.3140544343695506,0.18661640755688733,-0.030182018397140506,-0.0557976379638964,-0.22918669292915533,-0.013340464835948826,-0.23313066893405568,-0.09236383795296925,-0.2226998948575618,-0.06306851445814393,0.0,0.0,0.0,0.0,1.0
-1.1511650404996703,0.809526696804161,-1.1653326999055866,1.5869509291932293,2.1162415500869725,1.6477809427180208,2.1799876775827327,-0.15821753172693215,-0.3327353956111507,0.35909821191719954,-0.05358770119872232,1.0,0.0,0.0,0.0,0.0
0.7471573671631523,-0.7995303717503686,0.8228277522451103,-0.5352437834051218,-0.513581682082241,-0.2623518326230166,-0.4711710965058678,-0.1842035183544908,-0.314615805135044,0.1110729656637399,0.03672206468073123,1.0,0.0,0.0,0.0,0.0
0.8320823169796479,-0.9305001331443425,-0.926753445647503,-0.6053912507673415,-0.38452554198504807,-0.5895214539273238,-0.4072877525519256,-0.8681336876147605,-0.6049665399296604,1.243633182190623,-0.07608053236416994,1.0,0.0,0.0,0.0,0.0
-1.4758780839156824,1.05743374515704,1.2204598426752498,0.10450111893832119,0.03916820097554742,-0.16823454430259946,0.10644080507769277,0.004208008930979675,-0.05383338247834752,-0.3374317871950908,-0.0692514859241332,0.0,0.0,0.0,1.0,0.0
0.8570602433962626,-0.8650152524473556,1.061407006503194,-0.7475567846214399,-0.837439543080857,-0.8396045343215751,-0.8251912942506308,0.12027874920074161,0.013604551901068249,-0.46145089450243415,-0.044333607093517066,1.0,0.0,0.0,0.0,0.0
1.156795360395653,-0.5422683404407793,-1.8015440445938096,0.9397236303311496,0.531042546251641,0.3866092792244311,0.5243443467763979,0.1666335495888913,0.4724834018611055,-0.8810345505992081,-0.037060141283102296,0.0,1.0,0.0,0.0,0.0
-1.3509884518326019,1.062111236635395,1.5385655150193611,-0.25231566504416936,-0.5768922413752035,-0.6585407986956298,-0.5616725004406192,1.8022282957873077,0.7056206586945025,-1.222567220534776,-0.060543476439395345,0.0,0.0,0.0,1.0,0.0
-0.8264519970836651,1.4737304867307415,1.2999862607612775,-0.8022718091639712,-0.8739648657498739,-0.8575316368587974,-0.817205876256388,-0.8644589016270249,-0.2552907904381992,-0.32970431614878803,-0.056940618755071365,0.0,1.0,0.0,0.0,0.0
0.8170955611296776,-0.7200130166183125,0.18661640755688733,-0.6470120814022584,-0.6840331878709862,-0.4398301477415175,-0.6734683523600181,-0.2695110502126378,-0.1388171059503764,-0.1378036859079935,0.06136729726525631,1.0,0.0,0.0,0.0,0.0
-0.6915711944339331,1.628087705516495,-0.3700685190453078,-0.2588627619979765,-0.24085927282024844,-0.4577572502787398,-0.3274335726094979,-0.7051831775300293,0.035104540196801606,-0.03752908745138208,-0.057489700396141145,0.0,1.0,0.0,0.0,0.0
1.1118350928457494,-0.776142914358589,0.18661640755688733,0.7203958823786095,1.7217680652615905,2.248338877714968,1.541154238043311,-1.1452650480327038,-0.6017141518967061,1.496815868947003,0.047830262078077716,0.0,1.0,0.0,0.0,0.0
0.2725767652474449,-0.6545281359213255,-0.2905421009592799,0.4828297929118924,0.02455807190794068,0.31938264470984745,0.12507344706425924,0.9507803824289782,0.489483757125377,-1.1166511960595433,0.01452259978664328,1.0,0.0,0.0,0.0,0.0
1.2866805777620594,-1.3421193832396856,0.10708998947085946,-0.38372525390272744,-0.3260850257146211,-0.5769724821512682,-0.29549190063252684,-0.5582442349632889,-0.2956069748095874,0.16913434221421356,-0.09375536073629889,1.0,0.0,0.0,0.0,0.0
-0.6316241710340592,-0.15403654773721265,-0.4495949371313357,0.22328416367167975,0.16578931956147253,0.08543395659909626,0.2980908369395193,-0.5389253600563363,-0.1340525731275374,-0.3214764033187261,-0.052551759577430884,0.0,0.0,0.0,0.0,1.0
0.6222677350800717,-0.7293679995750264,1.697618351191417,0.17137503782363722,0.7234092456417964,-0.0669464149672934,0.7399506326209527,-0.3324548844882797,-0.6063798110496981,1.1467597120506732,-0.11748357057943731,1.0,0.0,0.0,0.0,0.0
0.7621441230131225,-0.8556602694906418,-0.21101568287325204,-0.04654976078165842,-0.23842425130898065,-0.03826305090773769,-0.12513631675534764,0.7235736145015566,0.06366198496802296,-0.6946678922340392,-0.00314811079667074,1.0,0.0,0.0,0.0,0.0
0.8170955611296776,-0.7293679995750264,0.2661428256429152,0.038094849835419935,-0.050927594941360815,0.22347264613570808,-3.1434845544204e-05,0.3094252336837589,9.109753487030051e-05,-0.399012123232638,0.022588828194750787,1.0,0.0,0.0,0.0,0.0
0.38747522676388096,-0.6404956614862564,-1.3243855360776422,0.3308436136270832,0.15848425502766914,0.14100797446448543,0.23154568698749622,0.43184810401803503,0.10018653346904527,-0.572539157099035,-0.03419462555105378,1.0,0.0,0.0,0.0,0.0
-1.2111120638995512,0.7627517820206018,0.3456692437289431,-0.4482609238759695,-0.6426378221794339,-0.5922105193079071,-0.5989377844137522,1.0035923067670065,0.2593187038523046,-0.8758540846966241,-0.026417085293232962,1.0,0.0,0.0,0.0,0.0
-1.156160625782996,0.7767842564556676,1.4590390969333333,-0.1251149242273444,-0.26520948793292637,-0.4111467836819618,-0.18369604871312797,0.797751794511133,0.02371346940638303,-0.5600780996227186,-0.07347266044300016,1.0,0.0,0.0,0.0,0.0
1.176777701528949,-1.3561518576747547,1.8566711873634727,-0.6371914359715477,-0.8106543064569114,-0.7750669651875748,-0.7666315622928505,1.7848518077595865,0.22526358454678252,-0.9203912035702025,-0.03806532995210062,0.0,0.0,0.0,0.0,1.0
-0.9563372144500644,1.3801806571636195,-0.6881741913894193,-1.0099083125561414,-0.8642247797048027,-0.8369154689409918,-0.817205876256388,-1.493319778013943,-1.150078273254307,3.0804355128200926,-0.04649106062126042,0.0,1.0,0.0,0.0,0.0
0.5922942233801313,-0.7574329484451613,0.7433013341590824,-0.08209114424518303,0.2461450294333096,-0.09652613415371021,0.20492762700668699,-0.1496080331270946,-0.4508087509455578,0.8237557046479437,-0.0699863404003881,1.0,0.0,0.0,0.0,0.0
0.007810745231313604,0.4166174126222425,-0.7677006094754472,0.05773614069684143,-0.09719300365544883,0.2243690012625692,0.05586649111415521,-0.35382114015982774,-0.05331855930444058,-0.5711027672006915,0.011003436171384698,0.0,1.0,0.0,0.0,0.0
0.7771308788630927,-0.7246905080966678,0.2661428256429152,-0.4094459919355413,-0.3309550687371567,-0.1978142634890163,-0.252903004663232,-0.2348105710998777,-0.4191406519883408,0.27177704100716576,-0.009830584010341212,0.0,1.0,0.0,0.0,0.0
