DIVISION_ID,ID,TYPE,ACRONYM,LABEL,MEMBER_OF_COALITION,COALITION_MEMBERS
BE,BE01,PARTY,CD&V,Christen-Democratisch en Vlaams,,
BE,BE02,PARTY,cdH,Centre Démocrate Humaniste,,
BE,BE03,PARTY,CSP,Christlich Soziale Partei,,
BE,BE04,PARTY,PS,Parti Socialiste,,
BE,BE05,PARTY,sp.a,Socialistische Partij - Anders,,
BE,BE06,PARTY,N-VA,Nieuw-Vlaamse Alliantie,,
BE,BE07,PARTY,Open VLD,Open Vlaamse Liberalen en Democraten,,
BE,BE08,PARTY,MR,Mouvement Réformateur,,
BE,BE09,PARTY,ECOLO,"Ecologistes Confédérés pour l'Organisation de Luttes Originales ",,
BE,BE10,PARTY,Groen,Groen,,
BE,BE11,PARTY,Vl. Belang,Vlaams Belang,,
BE,BE92,PARTY,Other parties G.,Other parties from German-speaking electoral college,,
BE,BE91,PARTY,Other parties W.,Other parties from French-speaking electoral college,,
BE,BE90,PARTY,Other parties F.,Other parties from Dutch-speaking electoral college,,
FBE,BE05,PARTY,sp.a,Socialistische Partij - Anders,,
FBE,BE10,PARTY,Groen,Groen,,
FBE,BE06,PARTY,N-VA,Nieuw-Vlaamse Alliantie,,
FBE,BE01,PARTY,CD&V,Christen-Democratisch en Vlaams,,
FBE,BE07,PARTY,Open VLD,Open Vlaamse Liberalen en Democraten,,
FBE,BE11,PARTY,Vl. Belang,Vlaams Belang,,
FBE,BE90,PARTY,Other parties F.,Other parties from Dutch-speaking electoral college,,
GBE,BE03,PARTY,CSP,Christlich Soziale Partei,,
GBE,BE92,PARTY,Other parties G.,Other parties from German-speaking electoral college,,
WBE,BE04,PARTY,PS,Parti Socialiste,,
WBE,BE09,PARTY,ECOLO,"Ecologistes Confédérés pour l'Organisation de Luttes Originales ",,
WBE,BE02,PARTY,cdH,Centre Démocrate Humaniste,,
WBE,BE08,PARTY,MR,Mouvement Réformateur,,
WBE,BE91,PARTY,Other parties W.,Other parties from French-speaking electoral college,,
BG,BG01,COALITION,Coal. RB/Реформаторски блок,Coal. RB/Реформаторски блок,,BG02
BG,BG02,PARTY,RB/Реформаторски блок,Реформаторски блок: Движение 'България на гражданите' (ДБГ) + Демократи за силна България (ДСБ) + Съюз на демократичните сили (СДС) + Народна партия свобода и достойнство (НПСД) + Български земеделски народен съюз (БЗНС),BG01,
BG,BG03,PARTY,GERB/ГЕРБ,Граждани за европейско развитие,,
BG,BG04,PARTY,BSP/БСП,за България,,
BG,BG05,COALITION,Coal. ББЦ+ВМРО-БНД+et al., България без цензура (ББЦ) + Вътрешна македонска революционна организация-Българско национално движение + Гергьовден (ВМРО-БНД) +Земеделски народен съюз (ЗНС),,BG06|BG07
BG,BG06,PARTY,ББЦ,България без цензура,BG05,
BG,BG07,PARTY,ВМРО,Вътрешна македонска революционна организация-Българско национално движение + Гергьовден,BG05,
BG,BG08,PARTY,DPS/ДПС,Движение за права и свободи,,
BG,BG90,PARTY,Other parties,Other parties,,
CZ,CZ01,COALITION,KDU-ČSL,Coalition Křesťanská a demokratická unie – Československá strana lidová,,CZ02
CZ,CZ02,PARTY,KDU-ČSL,Křesťanská a demokratická unie – Československá strana lidová,CZ01,
CZ,CZ03,COALITION,Coal. TOP 09+STAN,Coalition TOP 09 + Starostové a nezávislí,,CZ04
CZ,CZ04,PARTY,TOP 09+STAN,TOP 09 + Starostové a nezávislí,CZ03,
CZ,CZ05,PARTY,ČSSD,Česká strana sociálně demokratická,,
CZ,CZ06,PARTY,ODS,Občanská demokratická strana,,
CZ,CZ07,PARTY,ANO 2011,ANO 2011,,
CZ,CZ08,PARTY,KSČM,Komunistická strana Čech a Moravy,,
CZ,CZ09,PARTY,Svobodní,Strana svobodných občanů,,
CZ,CZ90,PARTY,Other parties,Other parties,,
DK,DK01,PARTY,C (KF), Det Konservative Folkeparti,,
DK,DK02,PARTY,A (S),Socialdemokratiet,,
DK,DK03,PARTY,O (DF),Dansk Folkeparti,,
DK,DK04,PARTY,B (RV),Radikale Venstre,,
DK,DK05,PARTY,V (V),Venstre, Danmarks Liberale Parti,,
DK,DK06,PARTY,N,Folkebevægelsen mod EU,,
DK,DK07,PARTY,F (SF),Socialistisk Folkeparti,,
DK,DK90,PARTY,Other parties,Other parties,,
DE,DE01,COALITION,CDU / CSU,Christlich Demokratische Union Deutschlands/Christlich-Soziale Union in Bayern e.V.,,DE02|DE03
DE,DE02,PARTY,CDU,Christlich Demokratische Union Deutschlands,DE01,
DE,DE03,PARTY,CSU,Christlich-Soziale Union in Bayern e.V.,DE01,
DE,DE04,PARTY,SPD,Sozialdemokratische Partei Deutschlands,,
DE,DE05,PARTY,FAMILIE,Familien-Partei Deutschlands,,
DE,DE06,PARTY,AfD,Alternative für Deutschland,,
DE,DE07,PARTY,FREIE WÄHLER,FREIE WÄHLER,,
DE,DE08,PARTY,FDP,Freie Demokratische Partei,,
DE,DE09,PARTY,Tierschutzpartei,PARTEI MENSCH UMWELT TIERSCHUTZ,,
DE,DE10,PARTY,DIE LINKE,Die Linke,,
DE,DE11,PARTY,ÖDP,Ökologisch-Demokratische Partei,,
DE,DE12,PARTY,PIRATEN,Piratenpartei Deutschland,,
DE,DE13,PARTY,GRÜNE,Bündnis 90/Die Grünen,,
DE,DE14,PARTY,Die PARTEI,Partei für Arbeit / Rechtsstaat / Tierschutz / Elitenförderung und basisdemokratische Initiative,,
DE,DE15,PARTY,NPD,Nationaldemokratische Partei Deutschlands,,
DE,DE90,PARTY,Other parties,Other parties,,
IE,IE01,PARTY,FG,Fine Gael,,
IE,IE02,PARTY,Ind. + other parties,Independents + other parties,,
IE,IE03,PARTY,FF,Fianna Fáil,,
IE,IE04,PARTY,SF,Sinn Féin,,
IE,IE90,PARTY,Other parties,Other parties,,
EE,EE01,PARTY,IRL,Erakond Isamaa ja Res Publica Liit,,
EE,EE02,PARTY,SDE,Sotsiaaldemokraatlik Erakond,,
EE,EE03,PARTY,KE,Eesti Keskerakond,,
EE,EE04,PARTY,ER,Eesti Reformierakond,,
EE,EE05,PARTY,I. TARAND (IND.),Indrek Tarand (Independent),,
EE,EE90,PARTY,Other parties,Other parties,,
EL,EL01,PARTY,Ν.Δ/N.D,Νέα Δημοκρατία,,
EL,EL02,PARTY,To Πoτάμι/To Potami,Το ποτάμι,,
EL,EL03,COALITION,ΕΛΙΆ ΔΠ / ELIA DA,Ελιά-Δημοκρατική Παράταξη,,EL04
EL,EL04,PARTY,"ΠΑΣΟΚ / PASOK ",Πανελλήνιο Σοσιαλιστικό Κίνημα,EL03,
EL,EL05,PARTY,ΑΝ.ΕΛ/ANEL,Ανεξάρτητοι Έλληνες,,
EL,EL06,COALITION,ΣΥ.ΡΙΖ.Α/SY.RIZ.A.,Συνασπισμός Ριζοσπαστικής Αριστεράς,,EL07
EL,EL07,PARTY,SY.RIZ.A.,Συνασπισμός Ριζοσπαστικής Αριστεράς,EL06,
EL,EL08,PARTY,KKE,Κομμουνιστικό Κόμμα Ελλάδας,,
EL,EL09,PARTY,X.A.,Χρυσή Αυγή,,
EL,EL90,PARTY,Other parties,Other parties,,
ES,ES01,COALITION,CEU (CDC+UDC+EAJ-PNV+ CCA-PNC+ CXG),Coalición por Europa (Convergència Democràtica de Catalunya + Partido Nacionalista Vasco + Unió Democràtica de Catalunya + Coalición Canarias + Compromiso por Galicia),,ES02|ES03|ES04
ES,ES02,PARTY,UDC,Unió Democràtica de Catalunya,ES01,
ES,ES03,PARTY,EAJ-PNV,Partido Nacionalista Vasco,ES01,
ES,ES04,PARTY,CDC,Convergència Democràtica de Catalunya,ES01,
ES,ES05,PARTY,PP,Partido Popular,,
ES,ES06,PARTY,PSOE/PSC,Partido Socialista Obrero Español + Partit dels Socialistes de Catalunya,,
ES,ES07,PARTY,C's,Ciudadanos - Partido de la Ciudadanía,,
ES,ES08,PARTY,UPyD,Unión Progreso y Democracia,,
ES,ES09,COALITION,Coal. LPD (BNG+EH Bildu),Coalition Los Pueblos Deciden (El Bloque Nacionalista Galego + Euskal Herria Bildu + et al.),,ES10
ES,ES10,PARTY,EH Bildu,Euskal Herria Bildu,ES09,
ES,ES11,PARTY,Podemos,Por la Democracia Social,,
ES,ES12,COALITION,Coal. IP (IU+IV+Anova+et al.),Coalition Izquierda Plural (Izquierda Unida + Iniciativa per Catalunya Verds + Anova Nationalist Brotherhood + et al.),,ES13|ES14|ES15
ES,ES13,PARTY,IU,Izquierda Unida,ES12,
ES,ES14,PARTY,AGE,Alternativa galega de esquerda en Europa,ES12,
ES,ES15,PARTY,ICV,Iniciativa per Catalunya Verds,ES12,
ES,ES16,COALITION,Primavera Europea,Coalition Primavera Europea (Compromís + Equo + Cha + et al.),,ES17
ES,ES17,PARTY,Compromís,Compromís,ES16,
ES,ES18,COALITION,Coal. EPDD (ERC+Necat+Ind.+et al.),Coalition 'La Izquierda por el derecho a Decidir' (Esquerra Republicana de Catalunya + Nova Esquerra Catalana+ Independientes + et al.),,ES19|ES20
ES,ES19,PARTY,ERC,Esquerra Republicana de Catalunya,ES18,
ES,ES20,PARTY,Necat+Ind.+et al.,Nova Esquerra Catalana+ Independientes + et al.,ES18,
ES,ES90,PARTY,Other parties,Other parties,,
FR,FR01,PARTY,UMP,Union pour un Mouvement Populaire,,
FR,FR02,COALITION,PS - PRG,Parti Socialiste - Parti radical de gauche,,FR03
FR,FR03,PARTY,PS - PRG,Parti Socialiste - Parti radical de gauche,FR02,
FR,FR05,COALITION,Coal. L'Alternative (UDI+Modem),Coalition l'Alternative (Union des Démocrates et Indépendants + Mouvement Démocrate),,FR06|FR07
FR,FR06,PARTY,UDI/Modem,Union des Démocrates et Indépendants / Mouvement Démocrate,FR05,
FR,FR07,PARTY,UDI,Union des Démocrates et Indépendants,FR05,
FR,FR08,PARTY,UOM,Union pour les Outre-Mer,,
FR,FR09,COALITION,Coal. FG (PCF+PG+ENS.+et al.),Coalition Front de gauche (Parti Communiste Français + Parti de Gauche + Ensemble + Front de gauche),,FR10|FR11|FR12
FR,FR10,PARTY,PCF,Parti Communiste Français,FR09,
FR,FR11,PARTY,PG,Parti de Gauche,FR09,
FR,FR12,PARTY,FG,Front de gauche,FR09,
FR,FR13,PARTY,Europe Ecologie,Europe Ecologie,,
FR,FR14,PARTY,Ind.,Independent,,
FR,FR15,PARTY,FN,Front national,,
FR,FR90,PARTY,Other parties,Other parties,,
HR,HR01,COALITION,Coal. HDZ+HSS+HSP AS+et al.,Hrvatska demokratska zajednica (EPP) + Hrvatska stranka prava dr. Ante Starčević (ECR) + HSS Hrvatska seljačka stranka (EPP),,HR02|HR03|HR04
HR,HR02,PARTY,HDZ,Hrvatska demokratska zajednica,HR01,
HR,HR03,PARTY,HSS,Hrvatska seljačka stranka,HR01,
HR,HR04,PARTY,HSP AS+et al.,Hrvatska stranka prava dr. Ante Starčević,HR01,
HR,HR05,COALITION,Coal. SDP+HNS+IDS+et al.,"Socijaldemokratska partija Hrvatske + Hrvatska narodna stranka + Istarski demokratski sabor ",,HR06|HR07|HR08
HR,HR06,PARTY,SDP,Socijaldemokratska partija Hrvatske,HR05,
HR,HR07,PARTY,HNS,Hrvatska narodna stranka,HR05,
HR,HR08,PARTY,IDS - DDI,Istarski demokratski sabor,HR05,
HR,HR09,PARTY,OraH,Održivi razvoj Hrvatske,,
HR,HR90,PARTY,Other parties,Other parties,,
IT,IT01,PARTY,SVP,Südtiroler Volkspartei (Partito popolare sudtirolese),,
IT,IT02,COALITION,Coal. NCD+UDC+PPI,Coalition Nuovo Centrodestra + Unión de Centro Democrático + Popolari per l'Italia,,IT03|IT04
IT,IT03,PARTY,NCD,Nuovo Centrodestra,IT02,
